sheet_name,rows,token,ticker,first_date,last_date,valid_schema,missing_required_columns,valid_date_count,date_parse_rate
kandoai,42,KANDO AI,kando,2024-12-25T00:00:00,2025-02-04T00:00:00,True,,42,1.0
kango,86,kango,,,,True,,0,0.0
kappy,61,Kappy,kappy,2024-12-06T00:00:00,2025-02-04T00:00:00,True,,61,1.0
kapsel,11,KAPSEL,kapsel,2025-01-25T00:00:00,2025-02-04T00:00:00,True,,11,1.0
kasper,86,kasper,,,,True,,0,0.0
kaspy,71,kaspy,,,,True,,0,0.0
katanainu,86,Katana Inu,kata,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
keanu,74,Keanu,knu,2024-11-23T00:00:00,2025-02-04T00:00:00,True,,74,1.0
keepgambling,58,Keep Gambling,gamble,2024-12-09T00:00:00,2025-02-04T00:00:00,True,,58,1.0
kek3,21,Kek,kek,2025-01-15T00:00:00,2025-02-04T00:00:00,True,,21,1.0
keke,78,keke,,,,True,,0,0.0
keketerminal,68,KEKE Terminal,keke,2024-11-29T00:00:00,2025-02-04T00:00:00,True,,68,1.0
kekistan,86,Kekistan,kek,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
kekiusmaximus,47,Kekius Maximus,kekius,2024-12-20T00:00:00,2025-02-04T00:00:00,True,,47,1.0
kekiusmaximus4,28,Kekius Maximus,km,2025-01-08T00:00:00,2025-02-04T00:00:00,True,,28,1.0
kenduinu,85,Kendu Inu,kendu,2024-11-12T00:00:00,2025-02-04T00:00:00,True,,85,1.0
kenduinu2,86,kenduinu2,,,,True,,0,0.0
keyboardcat,83,Keyboard Cat,keycat,2024-11-15T00:00:00,2025-02-04T00:00:00,True,,83,1.0
keyboardcatbase,52,keyboardcatbase,,,,True,,0,0.0
khaokheowzoo,68,khaokheowzoo,kheowzoo,2024-11-29T00:00:00,2025-02-04T00:00:00,True,,68,1.0
kibainu,86,Kiba Inu,kiba,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
kiboshib,86,KiboShib,kibshi,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
kiki2,44,KIKI,kiki,2024-12-23T00:00:00,2025-02-04T00:00:00,True,,44,1.0
kimbo,86,Kimbo,kimbo,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
kira3,70,KIRA,kira,2024-11-27T00:00:00,2025-02-04T00:00:00,True,,70,1.0
kirakuru,51,KiraKuru,kra,2024-12-16T00:00:00,2025-02-04T00:00:00,True,,51,1.0
kiratheinjectivecat,86,kiratheinjectivecat,,,,True,,0,0.0
kishuinu,84,Kishu Inu,kishu,2024-11-13T00:00:00,2025-02-04T00:00:00,True,,84,1.0
kittekoin,86,Kittekoin,koin,2024-11-11T00:00:00,2025-02-03T00:00:00,True,,86,1.0
kittenhaimer,86,Kitten Haimer,khai,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
kizuna,86,Kizuna,kizuna,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
klaus,86,KLAUS,klaus,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
knotdiffiehellman,56,Knot Diffie-Hellman,knot,2024-12-11T00:00:00,2025-02-04T00:00:00,True,,56,1.0
knutfromzoo,42,Knut From Zoo,knut,2024-12-25T00:00:00,2025-02-04T00:00:00,True,,42,1.0
koalaai,86,KOALA AI,koko,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
kokutheshikoku,7,kokutheshikoku,,,,True,,0,0.0
kolin2,67,Kolin,kolin,2024-11-30T00:00:00,2025-02-04T00:00:00,True,,67,1.0
komainu,86,Koma Inu,koma,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
konanofkaspa,83,konanofkaspa,,,,True,,0,0.0
kotaro,76,Kotaro,kotaro,2024-11-21T00:00:00,2025-02-04T00:00:00,True,,76,1.0
koto2,70,Koto,koto,2024-11-27T00:00:00,2025-02-04T00:00:00,True,,70,1.0
kpopkpopfun,54,KPOP (kpop.fun),kpop,2024-12-13T00:00:00,2025-02-04T00:00:00,True,,54,1.0
kwantxbt,53,kwantxbt,kwant,2024-12-14T00:00:00,2025-02-04T00:00:00,True,,53,1.0
kween,50,KWEEN,kween,2024-12-17T00:00:00,2025-02-04T00:00:00,True,,50,1.0
kyra,85,KYRA,kyra,2024-11-12T00:00:00,2025-02-04T00:00:00,True,,85,1.0
lambosforvirgins,61,LambosForVirgins,virgin,2024-12-06T00:00:00,2025-02-04T00:00:00,True,,61,1.0
landwolf2,70,Landwolf,wolf,2024-11-27T00:00:00,2025-02-04T00:00:00,True,,70,1.0
landwolfbase,80,landwolfbase,,,,True,,0,0.0
largelanguagemodel,24,Large Language Model,llm,2025-01-12T00:00:00,2025-02-04T00:00:00,True,,24,1.0
larpdetectiveagency,43,Larp Detective Agency,$agency,2024-12-24T00:00:00,2025-02-04T00:00:00,True,,43,1.0
leaai,71,LEA AI,lea,2024-11-26T00:00:00,2025-02-04T00:00:00,True,,71,1.0
leash,86,Doge Killer,leash,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
ledogdog,86,LEDOG (DOG),dog,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
legend,60,LEGEND,legend,2024-12-07T00:00:00,2025-02-04T00:00:00,True,,60,1.0
legit,17,LEGIT,legit,2025-01-19T00:00:00,2025-02-04T00:00:00,True,,17,1.0
leo2,76,Leo,leo,2024-11-21T00:00:00,2025-02-04T00:00:00,True,,76,1.0
leopold,69,leopold,,,,True,,0,0.0
leper,82,LEPER,leper,2024-11-15T00:00:00,2025-02-04T00:00:00,True,,82,1.0
lethimcook,86,Let Him Cook,$cook,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
letsfarty,33,Let's Farty,farty,2025-01-03T00:00:00,2025-02-04T00:00:00,True,,33,1.0
letsgetthisbread,50,Lets Get This Bread,lgtb,2024-12-17T00:00:00,2025-02-04T00:00:00,True,,50,1.0
letthatsinkin,82,Let that sink in,sink,2024-11-15T00:00:00,2025-02-04T00:00:00,True,,82,1.0
lfgo,86,LFGO,lfgo,2024-11-11T00:00:00,2024-11-17T00:00:00,True,,8,0.09302325581395349
libra4,76,Libra,libra,2024-11-21T00:00:00,2025-02-04T00:00:00,True,,76,1.0
lifechangingpill,2,life changing pill,pill,2025-02-03T00:00:00,2025-02-04T00:00:00,True,,2,1.0
lifedog,62,lifedog,lfdog,2024-12-05T00:00:00,2025-02-04T00:00:00,True,,62,1.0
lilbrett,68,lilbrett,,,,True,,0,0.0
lilloai,1,Lillo AI,$lillo,2025-02-04T00:00:00,2025-02-04T00:00:00,True,,1,1.0
lilyscoin,86,Lily's Coin,lily,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
limbo,62,LIMBO,limbo,2024-12-05T00:00:00,2025-02-04T00:00:00,True,,62,1.0
limitless,21,LIMITLESS,limitless,2025-01-15T00:00:00,2025-02-04T00:00:00,True,,21,1.0
lingyan,83,Lingyan,lingyan,2024-11-15T00:00:00,2025-02-04T00:00:00,True,,83,1.0
linkonsol,77,Link on Sol,link,2024-11-20T00:00:00,2025-02-04T00:00:00,True,,77,1.0
lioncat,86,Lion Cat,lcat,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
liquina,62,liquina,,,,True,,0,0.0
liquor,86,liquor,,,,True,,0,0.0
litecoinmascot,77,Litecoin Mascot,lester,2024-11-20T00:00:00,2025-02-04T00:00:00,True,,77,1.0
literallyme,86,Literally Me,me,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
littlemanyu,86,littlemanyu,manyu,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
lmeow2,86,lmeow,lmeow,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
loafcat,86,LOAFCAT,loafcat,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
lockin,77,LOCK IN,lockin,2024-11-20T00:00:00,2025-02-04T00:00:00,True,,77,1.0
lockinonbase,33,lockinonbase,,,,True,,0,0.0
lofi2,70,lofi2,,,,True,,0,0.0
logosai,57,LOGOSAI,logos,2024-12-10T00:00:00,2025-02-04T00:00:00,True,,57,1.0
lol3,86,LOL,lol,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
lola3,62,Lola,lola,2024-12-05T00:00:00,2025-02-04T00:00:00,True,,62,1.0
lolcat2,86,Lolcat,lolcat,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
loner,54,loner,loner,2024-12-13T00:00:00,2025-02-04T00:00:00,True,,54,1.0
long4,61,LONG,long,2024-12-06T00:00:00,2025-02-04T00:00:00,True,,61,1.0
loobybystephenbliss,74,Looby by Stephen Bliss,looby,2024-11-23T00:00:00,2025-02-04T00:00:00,True,,74,1.0
lookbro,86,Look bro,look,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
loopysui,86,loopysui,,,,True,,0,0.0
lou,17,lou,lou,2025-01-19T00:00:00,2025-02-04T00:00:00,True,,17,1.0
loulou,86,LOULOU,loulou,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
lovelyinufinance,86,Lovely Inu Finance,lovely,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
lowqualitycat,86,Low Quality Cat,lqc,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
lucedog,83,Luce Dog,santino,2024-11-15T00:00:00,2025-02-04T00:00:00,True,,83,1.0
luci,86,LUCI,luci,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
luckycoin,86,luckycoin,,,,True,,0,0.0
luckydog,86,Lucky Dog,lucky,2024-11-20T00:00:00,2025-02-04T00:00:00,True,,77,0.8953488372093024
luffyinu,54,Luffy,luffy,2024-12-13T00:00:00,2025-02-04T00:00:00,True,,54,1.0
lumi3,58,LUMI,lumi,2024-12-09T00:00:00,2025-02-04T00:00:00,True,,58,1.0
luminous,77,luminous,,,,True,,0,0.0
lumoscoin,86,lumoscoin,,,,True,,0,0.0
lunabyvirtuals,59,Luna by Virtuals,luna,2024-12-08T00:00:00,2025-02-04T00:00:00,True,,59,1.0
m3m3,47,M3M3,m3m3,2024-12-20T00:00:00,2025-02-04T00:00:00,True,,47,1.0
machi,86,machi,,,,True,,0,0.0
mad2,86,MAD,mad,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
madeinamerica,7,Made In America,mia,2025-01-29T00:00:00,2025-02-04T00:00:00,True,,7,1.0
madonnadelgatto,47,Madonna del gatto,gatto,2024-12-20T00:00:00,2025-02-01T00:00:00,True,,47,1.0
maga,14,MAGA,trump,2025-01-22T00:00:00,2025-02-04T00:00:00,True,,14,1.0
magaagain,86,MAGA Again,magaa,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
magafightfortrump,85,MAGA: Fight for Trump,trumpcoin,2024-11-12T00:00:00,2025-02-04T00:00:00,True,,85,1.0
magahat,86,MAGA Hat,maga,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
magaverse,49,Magaverse,mvrs,2024-12-18T00:00:00,2025-02-04T00:00:00,True,,49,1.0
magnet2,85,Magnet,magnet,2024-11-12T00:00:00,2025-02-04T00:00:00,True,,85,1.0
maincharacter,77,Main Character,main,2024-11-20T00:00:00,2025-02-04T00:00:00,True,,77,1.0
maincharacterenergy,76,Main Character Energy,mcen,2024-11-21T00:00:00,2025-02-04T00:00:00,True,,76,1.0
majorfrog,86,Major Frog,major,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
make,86,MAKE,make,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
makeamericahealthyagain,84,Make America Healthy Again,maha,2024-11-13T00:00:00,2025-02-04T00:00:00,True,,84,1.0
malakai,86,Malakai,malakai,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
maneki,54,MANEKI,maneki,2024-12-13T00:00:00,2025-02-04T00:00:00,True,,54,1.0
manifestonsol,86,Manifest,manifest,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
mao3,86,Mao,mao,2024-11-11T00:00:00,2025-02-03T00:00:00,True,,86,1.0
marketdominance,86,Market Dominance,md,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
markkacy,73,markkacy,kacy,2024-11-24T00:00:00,2025-02-04T00:00:00,True,,73,1.0
mars2,86,Mars,mars,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
marsotech,36,marsotech,,,,True,,0,0.0
marvininu2,86,Marvin Inu,marvin,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
matt0x79,86,Matt Furie,matt,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
max2,61,MAX,max,2024-12-06T00:00:00,2025-02-04T00:00:00,True,,61,1.0
maxoneth,57,Max on ETH,maxeth,2024-12-10T00:00:00,2025-02-04T00:00:00,True,,57,1.0
maya,83,Maya,maya,2024-11-15T00:00:00,2025-02-04T00:00:00,True,,83,1.0
mcdull,58,McDull (Meme),mcdull,2024-12-09T00:00:00,2025-02-04T00:00:00,True,,58,1.0
medusa2,85,MEDUSA,medusa,2024-11-12T00:00:00,2025-02-04T00:00:00,True,,85,1.0
mellowman,86,Mellow Man,mellow,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
melo,86,Melo,melo,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
melondog,86,Melon Dog,melon,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
memdex100,20,MEMDEX100,memdex,2025-01-16T00:00:00,2025-02-04T00:00:00,True,,20,1.0
memeanarchicnumismaticasset,53,Meme Anarchic Numismatic Asset,mana,2024-12-14T00:00:00,2025-02-04T00:00:00,True,,53,1.0
memecoingirl,86,MemeCoinGirl,miko,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
memecoinmillionaire,86,Meme Coin Millionaire,$rich,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
memeerkat,53,memeerkat,,,,True,,0,0.0
memefi2,73,memefi2,,,,True,,0,0.0
mementomori,80,mementomori,,,,True,,0,0.0
memesai,86,Memes AI,memesai,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
men,86,MEN,men,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
meow,83,MEOW,meow,2024-11-15T00:00:00,2025-02-04T00:00:00,True,,83,1.0
meow3,86,meow3,,,,True,,0,0.0
meowmeowmeowmeow,50,meow meow meow meow,meow,2024-12-17T00:00:00,2025-02-04T00:00:00,True,,50,1.0
metamonopoly,86,Meta Monopoly,monopoly,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
metformin,71,Metformin,met,2024-11-26T00:00:00,2025-02-04T00:00:00,True,,71,1.0
mfercoin,86,mfercoin,,,,True,,0,0.0
miaocoin,7,MIAOCoin,miao,2025-01-29T00:00:00,2025-02-04T00:00:00,True,,7,1.0
michicoin,35,michi,$michi,2025-01-01T00:00:00,2025-02-04T00:00:00,True,,35,1.0
miladymemecoin,20,Milady Meme Coin,ladys,2025-01-16T00:00:00,2025-02-04T00:00:00,True,,20,1.0
miladywifhat,86,Milady Wif Hat,ladyf,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
milkbag,86,MILKBAG,milkbag,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
millicoin,86,millicoin,,,,True,,0,0.0
mimany,86,MIMANY,mimany,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
mindzero,62,Mind Zero,mind,2024-12-05T00:00:00,2025-02-04T00:00:00,True,,62,1.0
minetardai,67,MineTard AI,mtard,2024-11-30T00:00:00,2025-02-04T00:00:00,True,,67,1.0
minidoge3,49,Minidoge,minidoge,2024-12-18T00:00:00,2025-02-04T00:00:00,True,,49,1.0
minimini,84,mini,mini,2024-11-13T00:00:00,2025-02-04T00:00:00,True,,84,1.0
mist2,78,MIST,霞,2024-11-19T00:00:00,2025-02-04T00:00:00,True,,78,1.0
mistermiggles,86,mistermiggles,,,,True,,0,0.0
mistery,86,mistery,,,,True,,0,0.0
mizuki,49,Mizuki,mizuki,2024-12-18T00:00:00,2025-02-04T00:00:00,True,,49,1.0
moai,85,MOAI,moai,2024-11-12T00:00:00,2025-02-04T00:00:00,True,,85,1.0
mobcat,11,Mobcat,mob,2025-01-25T00:00:00,2025-02-04T00:00:00,True,,11,1.0
mochithecatcoin,86,mochithecatcoin,,,,True,,0,0.0
moe4,62,MOE,moe,2024-12-05T00:00:00,2025-02-04T00:00:00,True,,62,1.0
moew,74,MOEW,moew,2024-11-23T00:00:00,2025-02-04T00:00:00,True,,74,1.0
monaarcane,55,Mona Arcane,mona,2024-12-12T00:00:00,2025-02-04T00:00:00,True,,55,1.0
mongcoin,86,MongCoin,mong,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
monkeyhaircut,86,monkeyhaircut,monk,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
monkeypox,86,Monkey Pox,pox,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
monkeysolinu,45,monkey sol inu,msi,2024-12-22T00:00:00,2025-02-04T00:00:00,True,,45,1.0
monko,1,monko,,,,True,,0,0.0
moodeng2,86,MOO DENG,moodeng,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
moomoo,62,moomoo,,,,True,,0,0.0
moonbag,86,MoonBag,mbag,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
moondogai,19,moondogai,,,,True,,0,0.0
moonrabbits,59,moonrabbits,,,,True,,0,0.0
moonscape2,86,MoonScape,moon,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
morris,82,MORRIS,morris,2024-11-15T00:00:00,2025-02-04T00:00:00,True,,82,1.0
morud,86,Morud,morud,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
moss,40,MOSS,moss,2024-12-27T00:00:00,2025-02-04T00:00:00,True,,40,1.0
moth2,86,Moth,moth,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
motheriggy,76,Mother Iggy,mother,2024-11-21T00:00:00,2025-02-04T00:00:00,True,,76,1.0
mrmayonnaisethecat,82,Mr Mayonnaise the Cat,mayo,2024-11-15T00:00:00,2025-02-04T00:00:00,True,,82,1.0
msqcycleburn,85,msqcycleburn,,,,True,,0,0.0
mstr2100,85,MSTR2100,mstr,2024-11-12T00:00:00,2025-02-04T00:00:00,True,,85,1.0
mumuthebull3,44,MUMU THE BULL,mumu,2024-12-23T00:00:00,2025-02-04T00:00:00,True,,44,1.0
muncat,86,muncat,,,,True,,0,0.0
muskit,54,Musk It,muskit,2024-12-13T00:00:00,2025-02-04T00:00:00,True,,54,1.0
musmecoin,57,MusmeCoin,msm,2024-12-10T00:00:00,2025-02-04T00:00:00,True,,57,1.0
mut,74,MUT,mut,2024-11-23T00:00:00,2025-02-04T00:00:00,True,,74,1.0
myro,33,Myro,$myro,2025-01-03T00:00:00,2025-02-04T00:00:00,True,,33,1.0
mystery2,53,Mystery,mystery,2024-12-14T00:00:00,2025-02-04T00:00:00,True,,53,1.0
nachothekat,86,nachothekat,,,,True,,0,0.0
nailong,86,Nailong,nailong,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
naitzsche,49,Naitzsche,nai,2024-12-18T00:00:00,2025-02-04T00:00:00,True,,49,1.0
nakedjim,31,Naked Jim,$jim,2025-01-05T00:00:00,2025-02-04T00:00:00,True,,31,1.0
nasdaq420,86,Nasdaq420,nasdaq420,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
navalai,78,NAVAL AI,naval ai,2024-11-19T00:00:00,2025-02-04T00:00:00,True,,78,1.0
ndx6900,86,NDX6900,ndx,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
neirei,86,Neirei,neirei,2024-11-11T00:00:00,2025-02-03T00:00:00,True,,86,1.0
neiro,86,Neiro,neiro,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
neiro2,86,Neiro,neiro,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
neirooneth,57,Neiro on ETH,neiro,2024-12-10T00:00:00,2025-02-04T00:00:00,True,,57,1.0
neroboss,54,Neroboss,neroboss,2024-12-13T00:00:00,2025-02-04T00:00:00,True,,54,1.0
neversol,86,neversol,never,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
newbabyelephanthoustonzoo,76,New Baby Elephant Houston Zoo,kirby,2024-11-21T00:00:00,2025-02-04T00:00:00,True,,76,1.0
newbornhaggispygmyhippo,86,New Born Haggis Pygmy Hippo,haggis,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
nibbles,7,Nibbles,nibbles,2025-01-29T00:00:00,2025-02-04T00:00:00,True,,7,1.0
nightfury,45,Night Fury,fury,2024-12-22T00:00:00,2025-02-04T00:00:00,True,,45,1.0
nikitabyvirtuals,41,nikitabyvirtuals,,,,True,,0,0.0
nikolai,70,nikolai,,,,True,,0,0.0
ninjasquad,69,Ninja Squad Token,nst,2024-11-28T00:00:00,2025-02-04T00:00:00,True,,69,1.0
nitro2,7,Nitro,nitro,2025-01-29T00:00:00,2025-02-04T00:00:00,True,,7,1.0
no1tiktokcat,80,No1 tiktok cat,puff,2024-11-16T00:00:00,2025-02-04T00:00:00,True,,80,1.0
nomansland,78,No Mans Land,nml,2024-11-19T00:00:00,2025-02-03T00:00:00,True,,78,1.0
nomnom,86,nomnom,nomnom,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
nonja,78,nonja,,,,True,,0,0.0
noods,83,Noods,noods,2024-11-15T00:00:00,2025-02-04T00:00:00,True,,83,1.0
noooomeme,86,Noooomeme,noooo,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
normie2,86,normie2,,,,True,,0,0.0
normilio,61,normilio,,,,True,,0,0.0
nothing3,86,nothing3,,,,True,,0,0.0
nothing4,61,Nothing,void,2024-12-06T00:00:00,2025-02-04T00:00:00,True,,61,1.0
novaonmars,61,Nova on Mars,nova,2024-12-06T00:00:00,2025-02-04T00:00:00,True,,61,1.0
npconsolana,86,NPC On Solana,npcs,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
nullmatrix,86,NULL MATRIX,,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
number,35,NUMBER,$number,2025-01-01T00:00:00,2025-02-04T00:00:00,True,,35,1.0
numogram,86,Numogram,gnon,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
nutcoinmeme,62,NutCoin,nut,2024-12-05T00:00:00,2025-02-04T00:00:00,True,,62,1.0
nya,86,Nya,nya,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
nyanmemecoin,79,Nyan Meme Coin,nyan,2024-11-18T00:00:00,2025-02-04T00:00:00,True,,79,1.0
obipnutkenobi,85,Obi PNut Kenobi,opk,2024-11-12T00:00:00,2025-02-04T00:00:00,True,,85,1.0
obot,78,OBOT,obot,2024-11-19T00:00:00,2025-02-04T00:00:00,True,,78,1.0
offcialmascotoftheholyyear,47,Luce,luce,2024-12-20T00:00:00,2025-02-04T00:00:00,True,,47,1.0
ogroaringkitty,86,Roaring Kitty,$roar,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
ogsminem,86,OG SMINEM,ogsm,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
okane,78,OKANE,okane,2024-11-19T00:00:00,2025-02-04T00:00:00,True,,78,1.0
okayeg,70,okayeg,,,,True,,0,0.0
omega2,86,Omega,omega,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
omega3,86,omega3,,,,True,,0,0.0
omnicat,86,OmniCat,omni,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
oneunchillgal,70,one unchill gal,gal,2024-11-27T00:00:00,2025-02-04T00:00:00,True,,70,1.0
onyxarches,7,Onyx Arches,oxa,2025-01-28T00:00:00,2025-02-04T00:00:00,True,,7,1.0
optimusai,86,Optimus AI,opti,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
opus2,70,Opus,opus,2024-11-27T00:00:00,2025-02-04T00:00:00,True,,70,1.0
opxlive,46,OPX LIVE,opxl,2024-12-21T00:00:00,2025-02-04T00:00:00,True,,46,1.0
orbit3,54,ORBIT,grift,2024-12-13T00:00:00,2025-02-04T00:00:00,True,,54,1.0
orc,86,ORC,orc,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
oscar,86,OSCAR,oscar,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
otto,53,otto,,,,True,,0,0.0
pajamascat,86,Pajamas Cat,pajamas,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
paponinja,86,paponinja,,,,True,,0,0.0
paradox3,78,paradox3,,,,True,,0,0.0
party4,48,party4,,,,True,,0,0.0
patriot,86,Patriot,patriot,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
patriotonbase,44,patriotonbase,,,,True,,0,0.0
peanie,86,peanie,peanie,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
peanut2,86,Peanut,peanut,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
peanut3,86,Peanut,pnut,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
peepoeth,86,Peepo,pepo,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
peezyeth,29,Peezy ETH,peezy,2025-01-07T00:00:00,2025-02-04T00:00:00,True,,29,1.0
peipeicoinvip,82,PeiPei,peipei,2024-11-15T00:00:00,2025-02-04T00:00:00,True,,82,1.0
peng,86,Peng,peng,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
pepe0x69onbase,83,pepe0x69onbase,,,,True,,0,0.0
pepe20,70,Pepe 2.0,pepe2.0,2024-11-27T00:00:00,2025-02-04T00:00:00,True,,70,1.0
pepeai2,74,pepeAI,pepeai,2024-11-23T00:00:00,2025-02-04T00:00:00,True,,74,1.0
pepebrc,0,pepebrc,,,,True,,0,0.0
pepecoinnetwork,86,pepecoinnetwork,,,,True,,0,0.0
pepefork,85,PepeFork,pork,2024-11-12T00:00:00,2025-02-04T00:00:00,True,,85,1.0
pepeinamemesworld,81,pepe in a memes world,pew,2024-11-15T00:00:00,2025-02-04T00:00:00,True,,81,1.0
pepekrc20,86,pepekrc20,,,,True,,0,0.0
pepesol,86,Pepe on SOL,pepe,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
pepethekingprawn,57,Pepe the King Prawn,prawn,2024-12-10T00:00:00,2025-02-04T00:00:00,True,,57,1.0
pepetrump,81,Pepe Trump,ptrump,2024-11-15T00:00:00,2025-02-04T00:00:00,True,,81,1.0
pepo,21,PEPO,pepo,2025-01-15T00:00:00,2025-02-04T00:00:00,True,,21,1.0
pepoclown,86,Pepoclown,honk,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
pestothebabykingpenguin,86,Pesto the Baby King Penguin,pesto,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
petunia,86,Petunia,petunia,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
phil,86,Phil,phil,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
phnix,38,phnix,,,,True,,0,0.0
pigeontech,86,Pigeon Tech,govai,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
piggy2,45,piggy2,,,,True,,0,0.0
