sheet_name,too_few_rows,low_price_coverage,invalid_date,missing_required_columns,other_reason,final_included,reason
supertrump,False,False,False,False,False,True,
suwi,False,False,False,False,False,True,
swaggy,False,False,False,False,False,True,
swarm2,False,False,False,False,False,True,
swarmnodeai,False,False,False,False,False,True,
tabman,False,False,False,False,False,True,
taoinu,False,False,False,False,False,True,
tateterminal,False,False,False,False,False,True,
taurus2,False,False,False,False,False,True,
tehepikduck,False,False,False,False,False,True,
tema,False,False,False,False,False,True,
tensorium,False,False,False,False,False,True,
terminus2,False,False,False,False,False,True,
terminus3,False,False,False,False,False,True,
terryinthetrenches,False,False,False,False,False,True,
tetsuocoin,False,False,False,False,False,True,
thalesai,False,False,False,False,False,True,
theanthropicorder,False,False,False,False,False,True,
thebalkandwarf,False,False,False,False,False,True,
theblinkingaicatcatfather,False,False,False,False,False,True,
thecat,False,False,False,False,False,True,
thedogenft,False,False,False,False,False,True,
thelastplay,False,False,False,False,False,True,
thelokiecabal,False,False,False,False,False,True,
thenuttingprofessor,False,False,False,False,False,True,
thereallandwolf,False,False,False,False,False,True,
therugcoon,False,False,False,False,False,True,
thesocietylibrary,False,False,False,False,False,True,
thesoldog,False,False,False,False,False,True,
thetickeriseth,False,False,False,False,False,True,
theydontloveyoulikeiloveyou,False,False,False,False,False,True,
toadkiller,False,False,False,False,False,True,
toadsol,False,False,False,False,False,True,
tobi,False,False,False,False,False,True,
toco,False,False,False,False,False,True,
todd,False,False,False,False,False,True,
toga,False,False,False,False,False,True,
toki2,False,False,False,False,False,True,
tomocat,False,False,False,False,False,True,
tookerkurlson,False,False,False,False,False,True,
tophat,False,False,False,False,False,True,
topprotocol,False,False,False,False,False,True,
torithecat,False,False,False,False,False,True,
torsy,False,False,False,False,False,True,
trackedbio,False,False,False,False,False,True,
trenchai,False,False,False,False,False,True,
trisigma,False,False,False,False,False,True,
trog,False,False,False,False,False,True,
troll,False,False,False,False,False,True,
trumpderangementsyndrome,False,False,False,False,False,True,
trumpiusmaximus,False,False,False,False,False,True,
trumpshuffle,False,False,False,False,False,True,
trusttheprocess,False,False,False,False,False,True,
tsotchke,False,False,False,False,False,True,
tsuba,False,False,False,False,False,True,
tuki,False,False,False,False,False,True,
uglydog,False,False,False,False,False,True,
unfk,False,False,False,False,False,True,
unicornfartdust,False,False,False,False,False,True,
universalbasiccompute,False,False,False,False,False,True,
universaloperatingsystem,False,False,False,False,False,True,
upgrates,False,False,False,False,False,True,
upsidedowncat2,False,False,False,False,False,True,
uranus3,False,False,False,False,False,True,
urolithina,False,False,False,False,False,True,
valhallaindex,False,False,False,False,False,True,
vaticanmascot,False,False,False,False,False,True,
vaultterminal,False,False,False,False,False,True,
venko,False,False,False,False,False,True,
vibecat2,False,False,False,False,False,True,
vibingcat,False,False,False,False,False,True,
virgo2,False,False,False,False,False,True,
vitai,False,False,False,False,False,True,
vitainu,False,False,False,False,False,True,
voiceartificial,False,False,False,False,False,True,
voltinu2,False,False,False,False,False,True,
voyagerai,False,False,False,False,False,True,
waffles,False,False,False,False,False,True,
wallstreetmemes,False,False,False,False,False,True,
wally,False,False,False,False,False,True,
walterdogsolana,False,False,False,False,False,True,
wassie,False,False,False,False,False,True,
wat,False,False,False,False,False,True,
waterbear,False,False,False,False,False,True,
watercoin,False,False,False,False,False,True,
wawacat,False,False,False,False,False,True,
weirdmedievalmemes,False,False,False,False,False,True,
wen4,False,False,False,False,False,True,
whatsupdog,False,False,False,False,False,True,
whinecoin,False,False,False,False,False,True,
whiskey,False,False,False,False,False,True,
why,False,False,False,False,False,True,
whyyoutouzhele,False,False,False,False,False,True,
wibwob,False,False,False,False,False,True,
wicked,False,False,False,False,False,True,
wifejak,False,False,False,False,False,True,
wildgoatcoin2,False,False,False,False,False,True,
winniethepoodle,False,False,False,False,False,True,
winterarc,False,False,False,False,False,True,
wojak,False,False,False,False,False,True,
wolfofwallstreet,False,False,False,False,False,True,
womanyellingatcat,False,False,False,False,False,True,
wooftoken,False,False,False,False,False,True,
work,False,False,False,False,False,True,
would,False,False,False,False,False,True,
wrappedayeayecoin,False,False,False,False,False,True,
wrappeddog,False,False,False,False,False,True,
wuffi,False,False,False,False,False,True,
xcommunity,False,False,False,False,False,True,
xenopuslaevis,False,False,False,False,False,True,
xingxing,False,False,False,False,False,True,
yap,False,False,False,False,False,True,
yawnsworld,False,False,False,False,False,True,
yellowpepe,False,False,False,False,False,True,
yeschad,False,False,False,False,False,True,
yne,False,False,False,False,False,True,
yousim,False,False,False,False,False,True,
yowie,False,False,False,False,False,True,
zackmorris,False,False,False,False,False,True,
zaraai,False,False,False,False,False,True,
zazu2,False,False,False,False,False,True,
zenith3,False,False,False,False,False,True,
zerebrotokenoftransformation,False,False,False,False,False,True,
zerotech,False,False,False,False,False,True,
zeus3,False,False,False,False,False,True,
zoaai,False,False,False,False,False,True,
zods,False,False,False,False,False,True,
zoomer,False,False,False,False,False,True,
zoomersol,False,False,False,False,False,True,
zyncoin2,False,False,False,False,False,True,
