sheet_name,token,ticker,rows,first_date,last_date,price_non_null
tuki,tuki,tuki,81,2024-11-11,2025-02-01,81
uglydog,Ugly Dog,uglydog,51,2024-12-13,2025-02-01,51
unfk,UNFK,$unfk,74,2024-11-20,2025-02-01,74
unicornfartdust,Unicorn Fart Dust,ufd,30,2025-01-03,2025-02-01,30
universalbasiccompute,Universal Basic Compute,ubc,65,2024-11-29,2025-02-01,65
universaloperatingsystem,Universal Operating System,$uos,31,2025-01-02,2025-02-01,31
upgrates,Upgrates,upg,75,2024-11-19,2025-02-01,75
upsidedowncat2,upsidedowncat,usdcat,78,2024-11-15,2025-02-01,78
uranus3,Uranus,urs,82,2024-11-11,2025-02-01,82
urolithina,Urolithin A,$uro,73,2024-11-21,2025-02-01,73
valhallaindex,Valhalla Index,odin,82,2024-11-11,2025-02-01,82
vaticanmascot,Vatican Mascot,luce,73,2024-11-15,2025-01-30,73
vaultterminal,Vault Terminal,vault,74,2024-11-20,2025-02-01,74
venko,VENKO,$venko,81,2024-11-11,2025-02-01,81
vibecat2,Vibe Cat,vibe,74,2024-11-20,2025-02-01,74
vibingcat,Vibing Cat,vcat,80,2024-11-11,2025-02-01,80
virgo2,Virgo,virgo,77,2024-11-15,2025-02-01,77
vitai,VitAI,vitai,56,2024-12-06,2025-02-01,56
vitainu,Vita Inu,vinu,82,2024-11-11,2025-02-01,82
voiceartificial,Voice Artificial,var,30,2025-01-03,2025-02-01,30
voltinu2,Volt Inu,volt,82,2024-11-11,2025-02-01,82
voyagerai,Voyager AI,voyage,51,2024-12-13,2025-02-01,51
waffles,Waffles,waffles,82,2024-11-11,2025-02-01,82
wallstreetmemes,Wall Street Memes,wsm,81,2024-11-11,2025-02-01,81
wally,Wally,wally,76,2024-11-13,2025-02-01,76
walterdogsolana,Walter,walter,80,2024-11-12,2025-02-01,80
wassie,WASSIE,wassie,82,2024-11-11,2025-02-01,82
wat,Wat,wat,39,2024-12-25,2025-02-01,39
waterbear,waterbear,waterbear,71,2024-11-23,2025-02-01,71
watercoin,WATER Coin,water,81,2024-11-11,2025-02-01,81
wawacat,WAWA CAT,wawa,81,2024-11-11,2025-02-01,81
weirdmedievalmemes,Weird Medieval Memes,wmm,67,2024-11-27,2025-02-01,67
wen4,Wen,wen,31,2025-01-02,2025-02-01,31
whatsupdog,What’s Updog?,$updog,81,2024-11-11,2025-02-01,81
whinecoin,Whine Coin,whine,56,2024-11-27,2025-02-01,56
whiskey,WHISKEY,whiskey,81,2024-11-11,2025-02-01,81
why,WHY,why,82,2024-11-11,2025-02-01,82
whyyoutouzhele,Whyyoutouzhele,li,30,2025-01-03,2025-02-01,30
wibwob,WibWob,wibwob,75,2024-11-19,2025-02-01,75
wicked,Wicked,wicked,81,2024-11-11,2025-02-01,81
wifejak,Wifejak,wife,73,2024-11-20,2025-02-01,73
wildgoatcoin2,Wild Goat Coin,wgc,74,2024-11-19,2025-02-01,74
winniethepoodle,Winnie the Poodle,winnie,82,2024-11-11,2025-02-01,82
winterarc,Winter Arc,winter,71,2024-11-21,2025-02-01,71
wojak,Wojak,wojak,38,2024-12-26,2025-02-01,38
wolfofwallstreet,Wolf of Wall Street,$wolf,66,2024-11-11,2025-01-31,66
womanyellingatcat,Woman Yelling At Cat,wyac,80,2024-11-11,2025-02-01,80
wooftoken,WOOF,woof,69,2024-11-25,2025-02-01,69
work,WORK,work,50,2024-12-14,2025-02-01,50
would,would,would,58,2024-12-06,2025-02-01,58
wrappedayeayecoin,Wrapped AyeAyeCoin,waac,79,2024-11-11,2025-02-01,79
wrappeddog,Wrapped DOG,wdog,82,2024-11-11,2025-02-01,82
wuffi,WUFFI,wuf,46,2024-12-18,2025-02-01,46
xcommunity,X Community,x,37,2024-12-27,2025-02-01,37
xenopuslaevis,Xenopus laevis,xeno,46,2024-12-18,2025-02-01,46
xingxing,Xing Xing,xing,73,2024-11-21,2025-02-01,73
yap,yap,yap,78,2024-11-11,2025-02-01,78
yawnsworld,Yawn's World,yawn,58,2024-11-11,2025-01-31,58
yellowpepe,Yellow Pepe,yelpe,62,2024-12-02,2025-02-01,62
yeschad,Yes Chad,yes,75,2024-11-19,2025-02-01,75
yne,yesnoerror,yne,30,2025-01-03,2025-02-01,30
yousim,YouSim,yousim,67,2024-11-27,2025-02-01,67
yowie,YOWIE,yowie,76,2024-11-15,2025-01-31,76
zackmorris,Zack Morris,zack,81,2024-11-11,2025-02-01,81
zaraai,ZARA AI,zara,37,2024-12-27,2025-02-01,37
zazu2,Zazu,zazu,80,2024-11-11,2025-02-01,80
zenith3,Zenith,zen,57,2024-12-07,2025-02-01,57
zerebrotokenoftransformation,Zerebro Token Of Transformation,gaycoin,37,2024-12-27,2025-02-01,37
zerotech,MEOW,meow,82,2024-11-11,2025-02-01,82
zeus3,ZEUS,zeus,30,2025-01-03,2025-02-01,30
zoaai,ZOA AI,zoa,71,2024-11-22,2025-02-01,71
zods,ZODs,zods,43,2024-12-21,2025-02-01,43
zoomer,Zoomer,zoomer,82,2024-11-11,2025-02-01,82
zoomersol,Zoomer,zoomer,79,2024-11-11,2025-02-01,79
zyncoin2,ZynCoin,zyn,82,2024-11-11,2025-02-01,82
